scenario,description,category,generated_video_name
0099_perspective-right_take-1_trimmed-magnet-transparent-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The clear acrylic box was suspended over the tennis ball with a smiley face. The tennis ball with the smiley is positioned on a wooden table. The clear acrylic box hanging from an orange cord lowers to cover the tennis ball with a smiley face.,Solid Mechanics,0099_perspective-right_trimmed-magnet-transparent-peakaboo.mp4
0100_perspective-left_take-1_trimmed-magnet-wrench.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The small metal wrench was placed on the black platform. The powerful magnet sits on the table facing the black platform. The small metal wrench rotates clockwise on the black platform near the powerful magnet.,Magnetism,0100_perspective-left_trimmed-magnet-wrench.mp4
0101_perspective-center_take-1_trimmed-magnet-wrench.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The small metal wrench was placed on the black platform. The powerful magnet sits on the table facing the black platform. The small metal wrench rotates clockwise on the black platform near the powerful magnet.,Magnetism,0101_perspective-center_trimmed-magnet-wrench.mp4
0102_perspective-right_take-1_trimmed-magnet-wrench.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The small metal wrench was placed on the black platform. The powerful magnet sits on the table facing the black platform. The small metal wrench rotates clockwise on the black platform near the powerful magnet.,Magnetism,0102_perspective-right_trimmed-magnet-wrench.mp4
0103_perspective-left_take-1_trimmed-marble-run-x.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0103_perspective-left_trimmed-marble-run-x.mp4
0104_perspective-center_take-1_trimmed-marble-run-x.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0104_perspective-center_trimmed-marble-run-x.mp4
0105_perspective-right_take-1_trimmed-marble-run-x.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0105_perspective-right_trimmed-marble-run-x.mp4
0106_perspective-left_take-1_trimmed-marble-run-y.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0106_perspective-left_trimmed-marble-run-y.mp4
0107_perspective-center_take-1_trimmed-marble-run-y.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0107_perspective-center_trimmed-marble-run-y.mp4
0108_perspective-right_take-1_trimmed-marble-run-y.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0108_perspective-right_trimmed-marble-run-y.mp4
0109_perspective-left_take-1_trimmed-match.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The lit match is being lowered into the glass of water.,Fluid Dynamics,0109_perspective-left_trimmed-match.mp4
0110_perspective-center_take-1_trimmed-match.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The lit match is being lowered into the glass of water.,Fluid Dynamics,0110_perspective-center_trimmed-match.mp4
0111_perspective-right_take-1_trimmed-match.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The lit match is being lowered into the glass of water.,Fluid Dynamics,0111_perspective-right_trimmed-match.mp4
0112_perspective-left_take-1_trimmed-match-blows-balloon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black balloon was placed on a wooden table next to the black platform. The lit match is attached to the black platform. The lit match rotates clockwise on the black platform and touches the black balloon.,Thermodynamics,0112_perspective-left_trimmed-match-blows-balloon.mp4
0113_perspective-center_take-1_trimmed-match-blows-balloon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black balloon was placed on a wooden table next to the black platform. The lit match is attached to the black platform. The lit match rotates clockwise on the black platform and touches the black balloon.,Thermodynamics,0113_perspective-center_trimmed-match-blows-balloon.mp4
0114_perspective-right_take-1_trimmed-match-blows-balloon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black balloon was placed on a wooden table next to the black platform. The lit match is attached to the black platform. The lit match rotates clockwise on the black platform and touches the black balloon.,Thermodynamics,0114_perspective-right_trimmed-match-blows-balloon.mp4
0115_perspective-left_take-1_trimmed-mirror-ball-fall.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball attached to a magnet that hangs from an orange cord was hovering in the air in front of the mirror. The mirror creates the illusion of two tennis balls. The tennis ball hanging in front of the mirror is slowly lowered.,Optics,0115_perspective-left_trimmed-mirror-ball-fall.mp4
0116_perspective-center_take-1_trimmed-mirror-ball-fall.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball attached to a magnet that hangs from an orange cord was hovering in the air in front of the mirror. The mirror creates the illusion of two tennis balls. The tennis ball hanging in front of the mirror is slowly lowered.,Optics,0116_perspective-center_trimmed-mirror-ball-fall.mp4
0117_perspective-right_take-1_trimmed-mirror-ball-fall.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball attached to a magnet that hangs from an orange cord was hovering in the air in front of the mirror. The mirror creates the illusion of two tennis balls. The tennis ball hanging in front of the mirror is slowly lowered.,Optics,0117_perspective-right_trimmed-mirror-ball-fall.mp4
0118_perspective-left_take-1_trimmed-mirror-ball-rotate.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The mirror points towards the tennis ball and initially reflects the side of the tennis ball without a smiley face. The tennis ball with a smiley face sits on the black platform. The tennis ball with a smiley face rotates slowly clockwise on the black platform in front of the mirror.,Optics,0118_perspective-left_trimmed-mirror-ball-rotate.mp4
0119_perspective-center_take-1_trimmed-mirror-ball-rotate.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The mirror points towards the tennis ball and initially reflects the side of the tennis ball without a smiley face. The tennis ball with a smiley face sits on the black platform. The tennis ball with a smiley face rotates slowly clockwise on the black platform in front of the mirror.,Optics,0119_perspective-center_trimmed-mirror-ball-rotate.mp4
0120_perspective-right_take-1_trimmed-mirror-ball-rotate.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The mirror points towards the tennis ball and initially reflects the side of the tennis ball without a smiley face. The tennis ball with a smiley face sits on the black platform. The tennis ball with a smiley face rotates slowly clockwise on the black platform in front of the mirror.,Optics,0120_perspective-right_trimmed-mirror-ball-rotate.mp4
0121_perspective-left_take-1_trimmed-mirror-teapot-rotate.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot rotates clockwise on the black platform in front of a mirror that reflects the teapot's image.,Optics,0121_perspective-left_trimmed-mirror-teapot-rotate.mp4
0122_perspective-center_take-1_trimmed-mirror-teapot-rotate.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot rotates clockwise on the black platform in front of a mirror that reflects the teapot's image.,Optics,0122_perspective-center_trimmed-mirror-teapot-rotate.mp4
0123_perspective-right_take-1_trimmed-mirror-teapot-rotate.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot rotates clockwise on the black platform in front of a mirror that reflects the teapot's image.,Optics,0123_perspective-right_trimmed-mirror-teapot-rotate.mp4
0124_perspective-left_take-1_trimmed-mug-breaks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the yellow ceramic mug. The blue-black grabber tool is suspended over the ceramic block in front of a white projection screen. The blue-black grabber releases the yellow ceramic mug over the concrete brick.,Solid Mechanics,0124_perspective-left_trimmed-mug-breaks.mp4
0125_perspective-center_take-1_trimmed-mug-breaks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the yellow ceramic mug. The blue-black grabber tool is suspended over the ceramic block in front of a white projection screen. The blue-black grabber releases the yellow ceramic mug over the concrete brick.,Solid Mechanics,0125_perspective-center_trimmed-mug-breaks.mp4
0126_perspective-right_take-1_trimmed-mug-breaks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the yellow ceramic mug. The blue-black grabber tool is suspended over the ceramic block in front of a white projection screen. The blue-black grabber releases the yellow ceramic mug over the concrete brick.,Solid Mechanics,0126_perspective-right_trimmed-mug-breaks.mp4
0127_perspective-left_take-1_trimmed-napkin-soak.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange-black grabber tool was holding the piece of paper towel over the dish filled with light blue liquid. The orange-black grabber releases the piece of paper towel over the dish filled with light blue liquid.,Fluid Dynamics,0127_perspective-left_trimmed-napkin-soak.mp4
0128_perspective-center_take-1_trimmed-napkin-soak.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange-black grabber tool was holding the piece of paper towel over the dish filled with light blue liquid. The orange-black grabber releases the piece of paper towel over the dish filled with light blue liquid.,Fluid Dynamics,0128_perspective-center_trimmed-napkin-soak.mp4
0129_perspective-right_take-1_trimmed-napkin-soak.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange-black grabber tool was holding the piece of paper towel over the dish filled with light blue liquid. The orange-black grabber releases the piece of paper towel over the dish filled with light blue liquid.,Fluid Dynamics,0129_perspective-right_trimmed-napkin-soak.mp4
0130_perspective-left_take-1_trimmed-paint-on-glass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. On top of the acrylic sheet was placed a small dollop of red paint. The paintbrush is attached to the black platform sitting next to the clear acrylic sheet with red paint on it on a wooden table. The paintbrush rotates clockwise on the black platform, passes through the dollop of red paint on the clear acrylic sheet, and moves past the dollop of red paint.",Fluid Dynamics,0130_perspective-left_trimmed-paint-on-glass.mp4
0131_perspective-center_take-1_trimmed-paint-on-glass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. On top of the acrylic sheet was placed a small dollop of red paint. The paintbrush is attached to the black platform sitting next to the clear acrylic sheet with red paint on it on a wooden table. The paintbrush rotates clockwise on the black platform, passes through the dollop of red paint on the clear acrylic sheet, and moves past the dollop of red paint.",Fluid Dynamics,0131_perspective-center_trimmed-paint-on-glass.mp4
0132_perspective-right_take-1_trimmed-paint-on-glass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. On top of the acrylic sheet was placed a small dollop of red paint. The paintbrush is attached to the black platform sitting next to the clear acrylic sheet with red paint on it on a wooden table. The paintbrush rotates clockwise on the black platform, passes through the dollop of red paint on the clear acrylic sheet, and moves past the dollop of red paint.",Fluid Dynamics,0132_perspective-right_trimmed-paint-on-glass.mp4
0133_perspective-left_take-1_trimmed-paper-fall-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange-black grabber tool is suspended over the bowl of water on a wooden table. The orange-black grabber tool releases the crumpled piece of paper over the bowl of water.,Fluid Dynamics,0133_perspective-left_trimmed-paper-fall-water.mp4
0134_perspective-center_take-1_trimmed-paper-fall-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange-black grabber tool is suspended over the bowl of water on a wooden table. The orange-black grabber tool releases the crumpled piece of paper over the bowl of water.,Fluid Dynamics,0134_perspective-center_trimmed-paper-fall-water.mp4
0135_perspective-right_take-1_trimmed-paper-fall-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange-black grabber tool is suspended over the bowl of water on a wooden table. The orange-black grabber tool releases the crumpled piece of paper over the bowl of water.,Fluid Dynamics,0135_perspective-right_trimmed-paper-fall-water.mp4
0136_perspective-left_take-1_trimmed-paper-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the small crumpled piece of paper at the inner rim of the glass containing the blue liquid and the green water level marking. The blue-black grabber releases the small crumpled piece of paper into the glass containing blue liquid with a green band marking the water level.,Fluid Dynamics,0136_perspective-left_trimmed-paper-in-water.mp4
0137_perspective-center_take-1_trimmed-paper-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the small crumpled piece of paper at the inner rim of the glass containing the blue liquid and the green water level marking. The blue-black grabber releases the small crumpled piece of paper into the glass containing blue liquid with a green band marking the water level.,Fluid Dynamics,0137_perspective-center_trimmed-paper-in-water.mp4
0138_perspective-right_take-1_trimmed-paper-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the small crumpled piece of paper at the inner rim of the glass containing the blue liquid and the green water level marking. The blue-black grabber releases the small crumpled piece of paper into the glass containing blue liquid with a green band marking the water level.,Fluid Dynamics,0138_perspective-right_trimmed-paper-in-water.mp4
0139_perspective-left_take-1_trimmed-paper-smoke.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The piece of folded paper sits on a glass cutting board. The piece of folded paper is burning while white smoke is emitting from it.,Thermodynamics,0139_perspective-left_trimmed-paper-smoke.mp4
0140_perspective-center_take-1_trimmed-paper-smoke.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The piece of folded paper sits on a glass cutting board. The piece of folded paper is burning while white smoke is emitting from it.,Thermodynamics,0140_perspective-center_trimmed-paper-smoke.mp4
0141_perspective-right_take-1_trimmed-paper-smoke.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The piece of folded paper sits on a glass cutting board. The piece of folded paper is burning while white smoke is emitting from it.,Thermodynamics,0141_perspective-right_trimmed-paper-smoke.mp4
0142_perspective-left_take-1_trimmed-potato-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the potato at the inner rim of the glass containing the blue liquid and the green water level marking. The blue-black grabber releases the potato into the glass containing blue liquid with a green band marking the water level.,Fluid Dynamics,0142_perspective-left_trimmed-potato-in-water.mp4
0143_perspective-center_take-1_trimmed-potato-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the potato at the inner rim of the glass containing the blue liquid and the green water level marking. The blue-black grabber releases the potato into the glass containing blue liquid with a green band marking the water level.,Fluid Dynamics,0143_perspective-center_trimmed-potato-in-water.mp4
0144_perspective-right_take-1_trimmed-potato-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the potato at the inner rim of the glass containing the blue liquid and the green water level marking. The blue-black grabber releases the potato into the glass containing blue liquid with a green band marking the water level.,Fluid Dynamics,0144_perspective-right_trimmed-potato-in-water.mp4
0145_perspective-left_take-1_trimmed-roll-behind-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The grey tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0145_perspective-left_trimmed-roll-behind-box.mp4
0146_perspective-center_take-1_trimmed-roll-behind-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The grey tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0146_perspective-center_trimmed-roll-behind-box.mp4
0147_perspective-right_take-1_trimmed-roll-behind-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The grey tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0147_perspective-right_trimmed-roll-behind-box.mp4
0148_perspective-left_take-1_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0148_perspective-left_trimmed-roll-front-box.mp4
0149_perspective-center_take-1_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0149_perspective-center_trimmed-roll-front-box.mp4
0150_perspective-right_take-1_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0150_perspective-right_trimmed-roll-front-box.mp4
0151_perspective-left_take-1_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0151_perspective-left_trimmed-roll-in-box.mp4
0152_perspective-center_take-1_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0152_perspective-center_trimmed-roll-in-box.mp4
0153_perspective-right_take-1_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0153_perspective-right_trimmed-roll-in-box.mp4
0154_perspective-left_take-1_trimmed-rolling-reflection.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30lb kettlebell sits next to a mirror that reflects the kettlebell on a wooden table. The tennis ball rolls slowly towards the 30lb kettlebell next to a mirror and hits the kettlebell.,Optics,0154_perspective-left_trimmed-rolling-reflection.mp4
0155_perspective-center_take-1_trimmed-rolling-reflection.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30lb kettlebell sits next to a mirror that reflects the kettlebell on a wooden table. The tennis ball rolls slowly towards the 30lb kettlebell next to a mirror and hits the kettlebell.,Optics,0155_perspective-center_trimmed-rolling-reflection.mp4
0156_perspective-right_take-1_trimmed-rolling-reflection.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30lb kettlebell sits next to a mirror that reflects the kettlebell on a wooden table. The tennis ball rolls slowly towards the 30lb kettlebell next to a mirror and hits the kettlebell.,Optics,0156_perspective-right_trimmed-rolling-reflection.mp4
0157_perspective-left_take-1_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0157_perspective-left_trimmed-silk-cover.mp4
0158_perspective-center_take-1_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0158_perspective-center_trimmed-silk-cover.mp4
0159_perspective-right_take-1_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0159_perspective-right_trimmed-silk-cover.mp4
0160_perspective-left_take-1_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0160_perspective-left_trimmed-single-cradle.mp4
0161_perspective-center_take-1_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0161_perspective-center_trimmed-single-cradle.mp4
0162_perspective-right_take-1_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0162_perspective-right_trimmed-single-cradle.mp4
0163_perspective-left_take-1_trimmed-siphon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A glass jar gets lowered to cover a bundle of lit matchsticks that are placed in a bowl filled with red liquid.,Fluid Dynamics,0163_perspective-left_trimmed-siphon.mp4
0164_perspective-center_take-1_trimmed-siphon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A glass jar gets lowered to cover a bundle of lit matchsticks that are placed in a bowl filled with red liquid.,Fluid Dynamics,0164_perspective-center_trimmed-siphon.mp4
0165_perspective-right_take-1_trimmed-siphon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A glass jar gets lowered to cover a bundle of lit matchsticks that are placed in a bowl filled with red liquid.,Fluid Dynamics,0165_perspective-right_trimmed-siphon.mp4
0166_perspective-left_take-1_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0166_perspective-left_trimmed-smiley-ball-rotates.mp4
0167_perspective-center_take-1_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0167_perspective-center_trimmed-smiley-ball-rotates.mp4
0168_perspective-right_take-1_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0168_perspective-right_trimmed-smiley-ball-rotates.mp4
0169_perspective-left_take-1_trimmed-solid-ball-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange tennis ball is on the table. The woven basket is attached to a strong magnet that is connected to an orange cord. The woven basket hanging on an orange cord covers the ball and is then lifted to the top of the frame.,Solid Mechanics,0169_perspective-left_trimmed-solid-ball-peakaboo.mp4
0170_perspective-center_take-1_trimmed-solid-ball-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange tennis ball is on the table. The woven basket is attached to a strong magnet that is connected to an orange cord. The woven basket hanging on an orange cord covers the ball and is then lifted to the top of the frame.,Solid Mechanics,0170_perspective-center_trimmed-solid-ball-peakaboo.mp4
